participant_id,gender,age_group,prior_phishing_experience,session_id,session_date,scenario_id,scenario_name,stimulus_order,stimulus_id,stimulus_type,phishing_indicators,user_action,detected_phishing,is_correct,decision_time_ms,behavioral_profile,risk_score,timestamp
P019,M,18-25,no,SES019,2026-06-12,scenario_1,E1_Email,3,email_phish_02,phishing,MismatchedLink+GenericGreeting,OpenLink,false,false,3110,Impulsive,0.58,2026-06-12T09:01:36
P019,M,18-25,no,SES019,2026-06-12,scenario_2,E2_Web,1,site_phish_01,phishing,BadURL+NoHTTPS,Report,true,true,3120,Impulsive,0.58,2026-06-12T09:00:00
P019,M,18-25,no,SES019,2026-06-12,scenario_2,E2_Web,2,site_legit_01,legitimate,None,Report,false,false,2340,Impulsive,0.58,2026-06-12T09:00:23
P019,M,18-25,no,SES019,2026-06-12,scenario_2,E2_Web,3,site_phish_02,phishing,TypoInLogo+ExcessiveFormFields,EnterCredentials,false,false,2890,Impulsive,0.58,2026-06-12T09:00:45
P019,M,18-25,no,SES019,2026-06-12,scenario_3,E3_Smishing,1,sms_phish_01,phishing,ShortenedURL+PrizeBait,ClickLink,false,false,1951,Impulsive,0.58,2026-06-12T09:00:28
P019,M,18-25,no,SES019,2026-06-12,scenario_3,E3_Smishing,2,sms_legit_01,legitimate,None,ClickLink,false,true,1919,Impulsive,0.58,2026-06-12T09:00:56
P020,F,46+,yes,SES020,2026-06-12,scenario_1,E1_Email,1,email_phish_01,phishing,SpoofedSender+UrgentTone,Report,true,true,12754,Cautious,0.05,2026-06-12T10:00:32
P020,F,46+,yes,SES020,2026-06-12,scenario_1,E1_Email,2,email_legit_01,legitimate,None,OpenLink,false,true,10633,Cautious,0.05,2026-06-12T10:01:04
P020,F,46+,yes,SES020,2026-06-12,scenario_1,E1_Email,3,email_phish_02,phishing,MismatchedLink+GenericGreeting,Report,true,true,15418,Cautious,0.05,2026-06-12T10:01:36
P020,F,46+,yes,SES020,2026-06-12,scenario_2,E2_Web,1,site_phish_01,phishing,BadURL+NoHTTPS,Report,true,true,16780,Cautious,0.05,2026-06-12T10:00:00
P020,F,46+,yes,SES020,2026-06-12,scenario_2,E2_Web,2,site_legit_01,legitimate,None,EnterCredentials,false,true,13450,Cautious,0.05,2026-06-12T10:00:36
P020,F,46+,yes,SES020,2026-06-12,scenario_2,E2_Web,3,site_phish_02,phishing,TypoInLogo+ExcessiveFormFields,Report,true,true,19230,Cautious,0.05,2026-06-12T10:01:10
P020,F,46+,yes,SES020,2026-06-12,scenario_3,E3_Smishing,1,sms_phish_01,phishing,ShortenedURL+PrizeBait,ClickLink,false,false,12869,Cautious,0.05,2026-06-12T10:00:28
P020,F,46+,yes,SES020,2026-06-12,scenario_3,E3_Smishing,2,sms_legit_01,legitimate,None,ClickLink,false,true,10533,Cautious,0.05,2026-06-12T10:00:56
P021,M,26-35,yes,SES021,2026-06-12,scenario_1,E1_Email,1,email_phish_01,phishing,SpoofedSender+UrgentTone,Report,true,true,7785,Intermediate,0.14,2026-06-12T11:00:32
P021,M,26-35,yes,SES021,2026-06-12,scenario_1,E1_Email,2,email_legit_01,legitimate,None,OpenLink,false,true,7191,Intermediate,0.14,2026-06-12T11:01:04
P021,M,26-35,yes,SES021,2026-06-12,scenario_1,E1_Email,3,email_phish_02,phishing,MismatchedLink+GenericGreeting,Report,true,true,5468,Intermediate,0.14,2026-06-12T11:01:36
P021,M,26-35,yes,SES021,2026-06-12,scenario_2,E2_Web,1,site_phish_01,phishing,BadURL+NoHTTPS,Report,true,true,4560,Intermediate,0.14,2026-06-12T11:00:00
P021,M,26-35,yes,SES021,2026-06-12,scenario_2,E2_Web,2,site_legit_01,legitimate,None,EnterCredentials,false,true,3890,Intermediate,0.14,2026-06-12T11:00:24
P021,M,26-35,yes,SES021,2026-06-12,scenario_2,E2_Web,3,site_phish_02,phishing,TypoInLogo+ExcessiveFormFields,Report,true,true,5780,Intermediate,0.14,2026-06-12T11:00:48
P021,M,26-35,yes,SES021,2026-06-12,scenario_3,E3_Smishing,1,sms_phish_01,phishing,ShortenedURL+PrizeBait,Ignore,true,true,6986,Intermediate,0.14,2026-06-12T11:00:28
P021,M,26-35,yes,SES021,2026-06-12,scenario_3,E3_Smishing,2,sms_legit_01,legitimate,None,Ignore,true,false,6030,Intermediate,0.14,2026-06-12T11:00:56
P022,F,18-25,no,SES022,2026-06-12,scenario_1,E1_Email,1,email_phish_01,phishing,SpoofedSender+UrgentTone,Report,true,true,5460,Intermediate,0.46,2026-06-12T12:00:32
P022,F,18-25,no,SES022,2026-06-12,scenario_1,E1_Email,2,email_legit_01,legitimate,None,OpenLink,false,true,4972,Intermediate,0.46,2026-06-12T12:01:04
P022,F,18-25,no,SES022,2026-06-12,scenario_1,E1_Email,3,email_phish_02,phishing,MismatchedLink+GenericGreeting,Report,true,true,8915,Intermediate,0.46,2026-06-12T12:01:36
P022,F,18-25,no,SES022,2026-06-12,scenario_2,E2_Web,1,site_phish_01,phishing,BadURL+NoHTTPS,Report,true,true,7890,Intermediate,0.46,2026-06-12T13:00:00
P022,F,18-25,no,SES022,2026-06-12,scenario_2,E2_Web,2,site_legit_01,legitimate,None,EnterCredentials,false,true,6230,Intermediate,0.46,2026-06-12T13:00:27
P022,F,18-25,no,SES022,2026-06-12,scenario_2,E2_Web,3,site_phish_02,phishing,TypoInLogo+ExcessiveFormFields,EnterCredentials,false,false,7120,Intermediate,0.46,2026-06-12T13:00:54
P022,F,18-25,no,SES022,2026-06-12,scenario_3,E3_Smishing,1,sms_phish_01,phishing,ShortenedURL+PrizeBait,Ignore,true,true,7350,Intermediate,0.46,2026-06-12T12:00:28
P022,F,18-25,no,SES022,2026-06-12,scenario_3,E3_Smishing,2,sms_legit_01,legitimate,None,ClickLink,false,true,6125,Intermediate,0.46,2026-06-12T12:00:56
P023,M,36-45,no,SES023,2026-06-12,scenario_1,E1_Email,1,email_phish_01,phishing,SpoofedSender+UrgentTone,Report,true,true,3404,Impulsive,0.89,2026-06-12T13:00:32
P023,M,36-45,no,SES023,2026-06-12,scenario_1,E1_Email,2,email_legit_01,legitimate,None,OpenLink,false,true,1374,Impulsive,0.89,2026-06-12T13:01:04
P023,M,36-45,no,SES023,2026-06-12,scenario_1,E1_Email,3,email_phish_02,phishing,MismatchedLink+GenericGreeting,OpenLink,false,false,2614,Impulsive,0.89,2026-06-12T13:01:36
P023,M,36-45,no,SES023,2026-06-12,scenario_2,E2_Web,1,site_phish_01,phishing,BadURL+NoHTTPS,EnterCredentials,false,false,2120,Impulsive,0.89,2026-06-12T14:00:00
P023,M,36-45,no,SES023,2026-06-12,scenario_2,E2_Web,2,site_legit_01,legitimate,None,EnterCredentials,false,true,1670,Impulsive,0.89,2026-06-12T14:00:22
P023,M,36-45,no,SES023,2026-06-12,scenario_2,E2_Web,3,site_phish_02,phishing,TypoInLogo+ExcessiveFormFields,EnterCredentials,false,false,2450,Impulsive,0.89,2026-06-12T14:00:43
P023,M,36-45,no,SES023,2026-06-12,scenario_3,E3_Smishing,1,sms_phish_01,phishing,ShortenedURL+PrizeBait,ClickLink,false,false,1639,Impulsive,0.89,2026-06-12T13:00:28
P023,M,36-45,no,SES023,2026-06-12,scenario_3,E3_Smishing,2,sms_legit_01,legitimate,None,ClickLink,false,true,1321,Impulsive,0.89,2026-06-12T13:00:56
P024,F,26-35,no,SES024,2026-06-12,scenario_1,E1_Email,1,email_phish_01,phishing,SpoofedSender+UrgentTone,Report,true,true,14701,Cautious,0.10,2026-06-12T14:00:32
P024,F,26-35,no,SES024,2026-06-12,scenario_1,E1_Email,2,email_legit_01,legitimate,None,OpenLink,false,true,9864,Cautious,0.10,2026-06-12T14:01:04
P024,F,26-35,no,SES024,2026-06-12,scenario_1,E1_Email,3,email_phish_02,phishing,MismatchedLink+GenericGreeting,Report,true,true,11018,Cautious,0.10,2026-06-12T14:01:36
P024,F,26-35,no,SES024,2026-06-12,scenario_2,E2_Web,1,site_phish_01,phishing,BadURL+NoHTTPS,Report,true,true,12340,Cautious,0.10,2026-06-12T15:00:00
P024,F,26-35,no,SES024,2026-06-12,scenario_2,E2_Web,2,site_legit_01,legitimate,None,EnterCredentials,false,true,9870,Cautious,0.10,2026-06-12T15:00:32
P024,F,26-35,no,SES024,2026-06-12,scenario_2,E2_Web,3,site_phish_02,phishing,TypoInLogo+ExcessiveFormFields,Report,true,true,14560,Cautious,0.10,2026-06-12T15:01:02
P024,F,26-35,no,SES024,2026-06-12,scenario_3,E3_Smishing,1,sms_phish_01,phishing,ShortenedURL+PrizeBait,Ignore,true,true,17806,Cautious,0.10,2026-06-12T14:00:28
P024,F,26-35,no,SES024,2026-06-12,scenario_3,E3_Smishing,2,sms_legit_01,legitimate,None,ClickLink,false,true,11806,Cautious,0.10,2026-06-12T14:00:56
P025,M,18-25,no,SES025,2026-06-13,scenario_1,E1_Email,1,email_phish_01,phishing,SpoofedSender+UrgentTone,OpenLink,false,false,7960,Intermediate,0.51,2026-06-13T09:00:32
P025,M,18-25,no,SES025,2026-06-13,scenario_1,E1_Email,2,email_legit_01,legitimate,None,OpenLink,false,true,5450,Intermediate,0.51,2026-06-13T09:01:04
P025,M,18-25,no,SES025,2026-06-13,scenario_1,E1_Email,3,email_phish_02,phishing,MismatchedLink+GenericGreeting,OpenLink,false,false,8258,Intermediate,0.51,2026-06-13T09:01:36
P025,M,18-25,no,SES025,2026-06-13,scenario_2,E2_Web,1,site_phish_01,phishing,BadURL+NoHTTPS,Report,true,true,6780,Intermediate,0.51,2026-06-13T09:00:00
P025,M,18-25,no,SES025,2026-06-13,scenario_2,E2_Web,2,site_legit_01,legitimate,None,Report,false,false,5340,Intermediate,0.51,2026-06-13T09:00:26
P025,M,18-25,no,SES025,2026-06-13,scenario_2,E2_Web,3,site_phish_02,phishing,TypoInLogo+ExcessiveFormFields,EnterCredentials,false,false,6890,Intermediate,0.51,2026-06-13T09:00:52
P025,M,18-25,no,SES025,2026-06-13,scenario_3,E3_Smishing,1,sms_phish_01,phishing,ShortenedURL+PrizeBait,Ignore,true,true,8201,Intermediate,0.51,2026-06-13T09:00:28
P025,M,18-25,no,SES025,2026-06-13,scenario_3,E3_Smishing,2,sms_legit_01,legitimate,None,ClickLink,false,true,5757,Intermediate,0.51,2026-06-13T09:00:56
P026,F,26-35,yes,SES026,2026-06-13,scenario_1,E1_Email,1,email_phish_01,phishing,SpoofedSender+UrgentTone,Report,true,true,4363,Intermediate,0.16,2026-06-13T10:00:32
P026,F,26-35,yes,SES026,2026-06-13,scenario_1,E1_Email,2,email_legit_01,legitimate,None,OpenLink,false,true,4819,Intermediate,0.16,2026-06-13T10:01:04
P026,F,26-35,yes,SES026,2026-06-13,scenario_1,E1_Email,3,email_phish_02,phishing,MismatchedLink+GenericGreeting,OpenLink,false,false,6045,Intermediate,0.16,2026-06-13T10:01:36
P026,F,26-35,yes,SES026,2026-06-13,scenario_2,E2_Web,1,site_phish_01,phishing,BadURL+NoHTTPS,Report,true,true,4120,Intermediate,0.16,2026-06-13T10:00:00
P026,F,26-35,yes,SES026,2026-06-13,scenario_2,E2_Web,2,site_legit_01,legitimate,None,EnterCredentials,false,true,3670,Intermediate,0.16,2026-06-13T10:00:24
P026,F,26-35,yes,SES026,2026-06-13,scenario_2,E2_Web,3,site_phish_02,phishing,TypoInLogo+ExcessiveFormFields,Report,true,true,5230,Intermediate,0.16,2026-06-13T10:00:47
P026,F,26-35,yes,SES026,2026-06-13,scenario_3,E3_Smishing,1,sms_phish_01,phishing,ShortenedURL+PrizeBait,Ignore,true,true,6588,Intermediate,0.16,2026-06-13T10:00:28
P026,F,26-35,yes,SES026,2026-06-13,scenario_3,E3_Smishing,2,sms_legit_01,legitimate,None,ClickLink,false,true,3746,Intermediate,0.16,2026-06-13T10:00:56
P027,M,46+,no,SES027,2026-06-13,scenario_1,E1_Email,1,email_phish_01,phishing,SpoofedSender+UrgentTone,Report,true,true,2470,Impulsive,0.56,2026-06-13T11:00:32
P027,M,46+,no,SES027,2026-06-13,scenario_1,E1_Email,2,email_legit_01,legitimate,None,OpenLink,false,true,2394,Impulsive,0.56,2026-06-13T11:01:04
P027,M,46+,no,SES027,2026-06-13,scenario_1,E1_Email,3,email_phish_02,phishing,MismatchedLink+GenericGreeting,OpenLink,false,false,2680,Impulsive,0.56,2026-06-13T11:01:36
P027,M,46+,no,SES027,2026-06-13,scenario_2,E2_Web,1,site_phish_01,phishing,BadURL+NoHTTPS,Report,true,true,3340,Impulsive,0.56,2026-06-13T11:00:00
P027,M,46+,no,SES027,2026-06-13,scenario_2,E2_Web,2,site_legit_01,legitimate,None,Report,false,false,2560,Impulsive,0.56,2026-06-13T11:00:23
P027,M,46+,no,SES027,2026-06-13,scenario_2,E2_Web,3,site_phish_02,phishing,TypoInLogo+ExcessiveFormFields,EnterCredentials,false,false,3120,Impulsive,0.56,2026-06-13T11:00:45
P027,M,46+,no,SES027,2026-06-13,scenario_3,E3_Smishing,1,sms_phish_01,phishing,ShortenedURL+PrizeBait,ClickLink,false,false,2425,Impulsive,0.56,2026-06-13T11:00:28
P027,M,46+,no,SES027,2026-06-13,scenario_3,E3_Smishing,2,sms_legit_01,legitimate,None,ClickLink,false,true,1416,Impulsive,0.56,2026-06-13T11:00:56
P028,F,18-25,no,SES028,2026-06-13,scenario_1,E1_Email,1,email_phish_01,phishing,SpoofedSender+UrgentTone,Report,true,true,18425,Cautious,0.11,2026-06-13T12:00:32
P028,F,18-25,no,SES028,2026-06-13,scenario_1,E1_Email,2,email_legit_01,legitimate,None,OpenLink,false,true,15220,Cautious,0.11,2026-06-13T12:01:04
P028,F,18-25,no,SES028,2026-06-13,scenario_1,E1_Email,3,email_phish_02,phishing,MismatchedLink+GenericGreeting,Report,true,true,17783,Cautious,0.11,2026-06-13T12:01:36
P028,F,18-25,no,SES028,2026-06-13,scenario_2,E2_Web,1,site_phish_01,phishing,BadURL+NoHTTPS,Report,true,true,13780,Cautious,0.11,2026-06-13T13:00:00
P028,F,18-25,no,SES028,2026-06-13,scenario_2,E2_Web,2,site_legit_01,legitimate,None,EnterCredentials,false,true,11230,Cautious,0.11,2026-06-13T13:00:33
P028,F,18-25,no,SES028,2026-06-13,scenario_2,E2_Web,3,site_phish_02,phishing,TypoInLogo+ExcessiveFormFields,Report,true,true,16120,Cautious,0.11,2026-06-13T13:01:05
P028,F,18-25,no,SES028,2026-06-13,scenario_3,E3_Smishing,1,sms_phish_01,phishing,ShortenedURL+PrizeBait,ClickLink,false,false,12794,Cautious,0.11,2026-06-13T12:00:28
P028,F,18-25,no,SES028,2026-06-13,scenario_3,E3_Smishing,2,sms_legit_01,legitimate,None,ClickLink,false,true,13314,Cautious,0.11,2026-06-13T12:00:56
P029,M,36-45,yes,SES029,2026-06-13,scenario_1,E1_Email,1,email_phish_01,phishing,SpoofedSender+UrgentTone,Report,true,true,7224,Intermediate,0.13,2026-06-13T13:00:32
P029,M,36-45,yes,SES029,2026-06-13,scenario_1,E1_Email,2,email_legit_01,legitimate,None,Report,true,false,4974,Intermediate,0.13,2026-06-13T13:01:04
P029,M,36-45,yes,SES029,2026-06-13,scenario_1,E1_Email,3,email_phish_02,phishing,MismatchedLink+GenericGreeting,OpenLink,false,false,5609,Intermediate,0.13,2026-06-13T13:01:36
P029,M,36-45,yes,SES029,2026-06-13,scenario_2,E2_Web,1,site_phish_01,phishing,BadURL+NoHTTPS,Report,true,true,5230,Intermediate,0.13,2026-06-13T14:00:00
P029,M,36-45,yes,SES029,2026-06-13,scenario_2,E2_Web,2,site_legit_01,legitimate,None,EnterCredentials,false,true,4560,Intermediate,0.13,2026-06-13T14:00:25
P029,M,36-45,yes,SES029,2026-06-13,scenario_2,E2_Web,3,site_phish_02,phishing,TypoInLogo+ExcessiveFormFields,Report,true,true,6780,Intermediate,0.13,2026-06-13T14:00:49
P029,M,36-45,yes,SES029,2026-06-13,scenario_3,E3_Smishing,1,sms_phish_01,phishing,ShortenedURL+PrizeBait,Ignore,true,true,8474,Intermediate,0.13,2026-06-13T13:00:28
P029,M,36-45,yes,SES029,2026-06-13,scenario_3,E3_Smishing,2,sms_legit_01,legitimate,None,ClickLink,false,true,3846,Intermediate,0.13,2026-06-13T13:00:56
P030,F,26-35,no,SES030,2026-06-13,scenario_1,E1_Email,1,email_phish_01,phishing,SpoofedSender+UrgentTone,Report,true,true,8300,Intermediate,0.44,2026-06-13T14:00:32
P030,F,26-35,no,SES030,2026-06-13,scenario_1,E1_Email,2,email_legit_01,legitimate,None,OpenLink,false,true,6869,Intermediate,0.44,2026-06-13T14:01:04
P030,F,26-35,no,SES030,2026-06-13,scenario_1,E1_Email,3,email_phish_02,phishing,MismatchedLink+GenericGreeting,Report,true,true,8147,Intermediate,0.44,2026-06-13T14:01:36
P030,F,26-35,no,SES030,2026-06-13,scenario_2,E2_Web,1,site_phish_01,phishing,BadURL+NoHTTPS,Report,true,true,6450,Intermediate,0.44,2026-06-13T15:00:00
P030,F,26-35,no,SES030,2026-06-13,scenario_2,E2_Web,2,site_legit_01,legitimate,None,EnterCredentials,false,true,5120,Intermediate,0.44,2026-06-13T15:00:26
P030,F,26-35,no,SES030,2026-06-13,scenario_2,E2_Web,3,site_phish_02,phishing,TypoInLogo+ExcessiveFormFields,EnterCredentials,false,false,6230,Intermediate,0.44,2026-06-13T15:00:51
P030,F,26-35,no,SES030,2026-06-13,scenario_3,E3_Smishing,1,sms_phish_01,phishing,ShortenedURL+PrizeBait,ClickLink,false,false,6108,Intermediate,0.44,2026-06-13T14:00:28
P030,F,26-35,no,SES030,2026-06-13,scenario_3,E3_Smishing,2,sms_legit_01,legitimate,None,ClickLink,false,true,5113,Intermediate,0.44,2026-06-13T14:00:56
